懋源·璟玺,别墅,孙河京密路与京平辅路交叉口西行1000米,4室,500,100000,3920
万科雲庐,住宅,魏各庄路万科雲庐。售楼处位置在山湖路与泉湖西湖交叉位置,4室,104,39000,656
万科雲庐,别墅,魏各庄路万科雲庐,4室,200,30000,852
金茂北京国际社区,住宅,顺义新城北小营昌金路水色时光路西,1室,50,30000,160
住总如院,住宅,北京市大兴区采华路(波尔多小镇南区西南侧约250米),2室,98,31136,280
��": 219}
{"楼盘名称": "檀香府", "类型": "住宅", "地理位置": "京潭大街与潭柘十街交叉口", "房型": "3室", "面积": 124, "均价": 42000, "总价": 530}
{"楼盘名称": "泰禾金府大院", "类型": "别墅", "地理位置": "南四环地铁新宫站南800米", "房型": "4室", "面积": 362, "均价": 75000, "总价": 2700}
{"楼盘名称": "和棠瑞著", "类型": "别墅", "地理位置": "金海湖景区坝前广场西侧500米", "房型": "3室", "面积": 305, "均价": 16000, "总价": 530}
{"楼盘名称": "尊悦光华", "类型": "住宅", "地理位置": "北京市朝阳区光华东里甲1号院3号楼", "房型": "3室", "面积": 133, "均价": 150000, "总价": 2500}
{"楼盘名称": "首创·河著", "类型": "别墅", "地理位置": "京承高速11出口（昌金路）向东900 米路北", "房型": "4室", "面积": 248, "均价": 38000, "总价": 1200}
{"楼盘名称": "华萃西山", "类型": "住宅", "地理位置": "永定镇地铁S1号线石厂西南700米", "房型": "3室", "面积": 115, "均价": 48000, "总价": 560}
{"楼盘名称": "京西悦府", "类型": "别墅", "地理位置": "北京市房山区燕房线阎村地铁站东南角约189米", "房型": "3室", "面积": 175, "均价": 40000, "总价": 700}
{"楼盘名称": "中粮天恒天悦壹号", "类型": "别墅", "地理位置": "南四环地铁新宫站南500米", "房型": "4室", "面积": 220, "均价": 80000, "总价": 2000}
{"楼盘名称": "龙湾别墅", "类型": "住宅", "地理位置": "后沙峪镇龙湾别墅", "房型": "4室", "面积": 218, "均价": 70000, "总价": 2300}
{"楼盘名称": "京投发展·锦悦府", "类型": "住宅", "地理位置": "檀营乡檀东路西侧", "房型": "3室", "面积": 90, "均价": 25607, "总价": 220}
{"楼盘名称": "京投发展·锦悦府", "类型": "别墅", "地理位置": "檀营乡檀东路西侧", "房型": "3室", "面积": 187, "均价": 25000, "总价": 400}
{"楼盘名称": "金辰府", "类型": "住宅", "地理位置": "北京市昌平区北七家镇政府东南100米", "房型": "3室", "面积": 89, "均价": 55000, "总价": 490}
{"楼盘名称": "龙湖熙湖悦著", "类型": "住宅", "地理位置": "大苑村收费站出口（良坨路桥）左行200米", "房型": "3室", "面积": 73, "均价": 37000, "总价": 260}
{"楼盘名称": "建邦·顺颐府", "类型": "住宅", "地理位置": "空港B区裕民大街30号千里马国际一层建邦·顺颐府售楼中心", "房型": "3室", "面积": 89, "均价": 55583, "总价": 480}
{"楼盘名称": "葛洲坝中国府", "类型": "住宅", "地理位置": "北京市丰台东路46号", "房型": "3室", "面积": 168, "均价": 125000, "总价": 2200}
{"楼盘名称": "华萃西山", "类型": "别墅", "地理位置": "门头沟永定镇地铁S1号线石厂站西南700米", "房型": "4室", "面积": 135, "均价": 48000, "总价": 760}
{"楼盘名称": "北京东湾", "类型": "住宅", "地理位置": "通惠北路98号", "房型": "1室", "面积": 58, "均价": 68500, "总价": 410}
{"楼盘名称": "富兴首府", "类型": "住宅", "地理位置": "东坝路9号东北60米", "房型": "3室", "面积": 144, "均价": 85000, "总价": 1706}
{"楼盘名称": "中铁诺德阅墅", "类型": "别墅", "地理位置": "顺义区后沙峪镇裕园路762乡龙湖滟澜山对面", "房型": "4室", "面积": 235, "均价": 50000, "总价": 1150}
{"楼盘名称": "懋源·璟岳", "类型": "别墅", "地理位置": "南三环西路99号院", "房型": "4室", "面积": 465, "均价": 140000, "总价": 6500}
{"楼盘名称": "合景泰富天汇", "类型": "住宅", "地理位置": "顺义区昌金路与通顺路交汇处", "房型": "2室", "面积": 70, "均价": 33000, "总价": 230}
{"楼盘名称": "懋源·璟玺", "类型": "别墅", "地理位置": "孙河京密路与京平辅路交叉口西行1000米", "房型": "4室", "面积": 500, "均价": 100000, "总价": 3920}
{"楼盘名称": "万科雲庐", "类型": "住宅", "地理位置": "魏各庄路万科雲庐。售楼处位置在山湖路与泉湖西湖交叉位置", "房型": "4室", "面积": 104, "均价": 39000, "总价": 656}
{"楼盘名称": "万科雲庐", "类型": "别墅", "地理位置": "魏各庄路万科雲庐", "房型": "4室", "面积": 200, "均价": 30000, "总价": 852}
{"楼盘名称": "金茂北京国际社区", "类型": "住宅", "地理位置": "顺义新城北小营昌金路水色时光路西", "房型": "1室", "面积": 50, "均价": 30000, "总价": 160}
{"楼盘名称": "住总如院", "类型": "住宅", "地理位置": "北京市大兴区采华路(波尔多小镇南区西南侧约250米)", "房型": "2室", "面积": 98, "均价": 31136, "总价": 280}
